0	1	-1	subclone		
1	2	9	subclone	0,1,2,3	3
2	2	9	subclone	0,1,2,3,16,17,18,19,20,21,22,23,24,25,27,28	15
3	2	10	subclone	4,5,6,7,8,9,10,11,12,13,14,15,29,30,31,32,33,34	10
4	2	9	subclone	0,4,7,8,11,12,13,14,15,18,21,25,26,30,31	14,7
5	2	10	subclone	4,5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39	9
6	3	1	subclone	0,1,2,3	0
7	3	5	subclone	4,5,6,7,8,9,10,11,12,13,14,15,29,30,31,32,33,34,35,36,37,38,39	6
8	3	5	subclone	4,5,6,7,8,9,10,11,12,13,14,15,35,36,37,38,39	0
9	1.5	0	unobserved subclone	0	1
10	1.5	0	unobserved subclone	4,7,8,11,12,13,14,15	8
