0	1	-1	subclone		
1	2	14	subclone	0,1,2,3	3
2	2	14	subclone	0,1,2,3,15,16,17,18,19,20,21,22	11
3	2	14	subclone	2,4,5,6,7,8,9,10,11,12,13,14,19	12,2
4	2	15	subclone	4,5,6,7,8,9,10,11,12,13,14,23,24	2
5	2	15	subclone	4,5,6,7,8,9,10,11,12,13,14	0
6	3	1	subclone	0,1,2,3	0
7	3	2	subclone	0,1,2,3,15,16,17,18,19,20,21,22	0
8	3	5	subclone	4,5,6,7,8,9,10,11,12,13,14	0
9	3	4	subclone	4,5,6,7,8,9,10,11,12,13,14,23,24	0
10	3	1	subclone	0,1,2,3,25,26,27,28,29	5
11	3	4	subclone	4,5,6,7,8,9,10,11,12,13,14,23,24,30,31,32,33,34,35,36,37	8
12	3	5	subclone	4,5,6,7,8,9,10,11,12,13,14,38,39,40,41,42,43,44,45,46,47,48	11
13	3	5	subclone	4,5,6,7,8,9,10,11,12,13,14,26,29,38,39,40,41,42,43,44,45,46,47,48	13
14	1.5	0	unobserved subclone	2	1
15	1.5	0	unobserved subclone	4,5,6,7,8,9,10,11,12,13,14	11
